"","trialNo","target","condition1.x","mean_fast","mean_slow","sd_fast","sd_slow","N_fast","N_slow","se_fast","se_slow","condition1.y","mean_acceptibility","mean_morality","sd_acceptibility","sd_morality","N_acceptibility","N_morality","se_acceptibility","se_morality","FminusS"
"64",64,"<b>On your flight,</b><br> <br> you poison the drink of your seatmate.","immoral",0.7,0.571428571428571,0.460824858880028,0.5,90,49,0.0485752052162186,0.0714285714285714,"immoral",4.92307692307692,5,0.392232270276368,0,26,22,0.0769230769230769,0,0.128571428571429
"65",65,"<b>On your way,</b><br> <br> you brainstorm suggestions for the group.","ordinary",0.0786516853932584,0.0357142857142857,0.270719542109693,0.188982236504614,89,28,0.0286962140712567,0.0357142857142857,"ordinary",1.18518518518519,1.18181818181818,0.483340701387989,0.501081082343218,27,22,0.0930189613522194,0.106830845707819,0.0429373996789727
"66",66,"<b>On your way,</b><br> <br> you turn on the radio to listen to music.","ordinary",0.0697674418604651,0.032258064516129,0.256248853055389,0.179605302026775,86,31,0.027632024455163,0.032258064516129,"ordinary",2.85714285714286,2.13636363636364,1.6491139195267,1.35560404899895,28,22,0.311653236763045,0.289015754341141,0.0375093773443361
"67",67,"<b>On your way,</b><br> <br> you mentally recite your agenda items.","ordinary",0.204819277108434,0.0444444444444444,0.406022832007839,0.208409077139993,83,45,0.0445667956942589,0.0310677909075347,"ordinary",1.19230769230769,1.40909090909091,0.40191847623425,0.908116360757433,26,22,0.0788226981996892,0.193611058647735,0.160374832663989
"68",68,"<b>On your way,</b><br> <br> you stop your car at the traffic light.","ordinary",0.238636363636364,0.0789473684210526,0.428692698173277,0.273276312733094,88,38,0.0456987951734811,0.0443312718129372,"ordinary",1.91666666666667,1.52380952380952,1.50120724365618,1.24976188208185,24,21,0.306432645427302,0.272720401205264,0.159688995215311
"69",69,"<b>On your way,</b><br> <br> you see the future; the event is a success.","impossible",0.692307692307692,0.846153846153846,0.464095480892257,0.364321307478654,91,52,0.048650425541052,0.0505222751868604,"impossible",3.27272727272727,2.53846153846154,1.55505042303516,1.33012434352235,11,13,0.46886534393555,0.368910117177902,-0.153846153846154
"70",70,"<b>On your way,</b><br> <br> you read the minds of people close by.","impossible",0.78494623655914,0.909090909090909,0.413086535980669,0.291937104060571,93,33,0.0428350783555476,0.0508197267613589,"impossible",3.91666666666667,4.1,1.67648622440092,0.994428926011753,12,10,0.483959886475286,0.31446603773522,-0.124144672531769
"71",71,"<b>On your way,</b><br> <br> you take a walk on the planet Neptune.","impossible",0.908045977011494,1,0.290636187028339,0,87,33,0.0311594699190544,0,"impossible",3.83333333333333,5,1.32916013582513,0,6,3,0.542627353203324,0,-0.0919540229885057
"72",72,"<b>On your way,</b><br> <br> you jump over the Great Wall of China.","impossible",0.968085106382979,0.96551724137931,0.176716020266431,0.185695338177052,94,29,0.0182268657857097,0.0344827586206897,"impossible",4,4.25,1.51185789203691,1.48804761828569,8,8,0.534522483824849,0.526104280809151,0.00256786500366835
"73",73,"<b>On your way,</b><br> <br> you board an international flight.","abnormal",0.616279069767442,0.588235294117647,0.489143420593299,0.499554168435642,86,34,0.0527456915367913,0.0856728330887552,"abnormal",3.80952380952381,2.83333333333333,1.63153448075876,1.50489397711365,21,18,0.356030012238452,0.354706912061285,0.0280437756497948
"74",74,"<b>On your way,</b><br> <br> you go on a long, scenic walk.","abnormal",0.411111111111111,0.457142857142857,0.494791851468525,0.505432670960188,90,35,0.0521556406110755,0.0854337144681602,"abnormal",3.56521739130435,2.15,1.59048554497509,1.34848843251679,23,20,0.331639161476728,0.301531180197967,-0.046031746031746
"75",75,"<b>On your way,</b><br> <br> you climb into bed and take a nap.","abnormal",0.547619047619048,0.660377358490566,0.500716640757637,0.478113127360488,84,53,0.0546326644760924,0.0656738888055081,"abnormal",4.1304347826087,3.22222222222222,1.60409554878887,1.62898581063244,23,18,0.334477043447273,0.383955637718288,-0.112758310871518
"76",76,"<b>On your way,</b><br> <br> you watch a movie at a theater.","abnormal",0.522222222222222,0.621621621621622,0.502304303170668,0.491672392698372,90,37,0.0529475225507683,0.0808304434456142,"abnormal",4.09090909090909,2.5,1.30599682450904,1.7013926184468,22,20,0.278439458543481,0.380442955126341,-0.0993993993993993
"77",77,"<b>On your way,</b><br> <br> you hit a pedestrian with your car.","immoral",0.366666666666667,0.259259259259259,0.484594119520818,0.446576084704722,90,27,0.0510807052803217,0.0859436075726402,"immoral",4.80769230769231,5,0.69392972377501,0,26,22,0.136090815484263,0,0.107407407407407
"78",78,"<b>On your way,</b><br> <br> you steer your car into a small dog.","immoral",0.56,0.298245614035088,0.4997296566442,0.461554527064391,75,57,0.0577038103571136,0.061134390564664,"immoral",4.85714285714286,4.86363636363636,0.590936840285279,0.639602149066831,28,22,0.111676565710082,0.136363636363636,0.261754385964912
"79",79,"<b>On your way,</b><br> <br> you decide to rob a bank instead.","immoral",0.595238095238095,0.375,0.493793957788201,0.49029033784546,84,40,0.0538773378399109,0.0775217091182553,"immoral",4.73076923076923,4.76190476190476,0.961569230276939,0.768424485864545,26,21,0.188579241109712,0.167683970111038,0.220238095238095
"80",80,"<b>On your way,</b><br> <br> you park in the middle of the highway.","immoral",0.402439024390244,0.521739130434783,0.493407304203142,0.505046991643467,82,46,0.054487721579629,0.0744651163980587,"immoral",4.75,4.42857142857143,0.737209780774486,1.247855302967,24,21,0.150482316357212,0.272304351533253,-0.119300106044539
"81",81,"<b>During your class,</b><br> <br> you take notes on the lecture slide.","ordinary",0.0444444444444444,0.114285714285714,0.207234932150978,0.322802851090676,90,35,0.0218444798782516,0.0545636406075561,"ordinary",1.66666666666667,1.68181818181818,1.38675049056307,1.39339816332534,27,22,0.266880256341812,0.297073486589555,-0.0698412698412698
"82",82,"<b>During your class,</b><br> <br> you retrieve an eraser from your bag.","ordinary",0.0975609756097561,0.0204081632653061,0.298546110654101,0.142857142857143,82,49,0.0329689026032424,0.0204081632653061,"ordinary",1.46428571428571,1.09090909090909,1.07089934019281,0.29424494316825,28,22,0.202380952380952,0.0627332326674867,0.07715281234445
"83",83,"<b>During your class,</b><br> <br> you raise your hand to ask a question.","ordinary",0.0235294117647059,0.037037037037037,0.152477210493529,0.192450089729875,85,27,0.0165384755396364,0.037037037037037,"ordinary",1.46428571428571,1.04545454545455,0.922241346139448,0.21320071635561,28,22,0.174287232190458,0.0454545454545455,-0.0135076252723312
"84",84,"<b>During your class,</b><br> <br> you turn to the next page in your notes.","ordinary",0.0657894736842105,0,0.249561018098552,0,76,44,0.028626612056282,0,"ordinary",1.22222222222222,1.04545454545455,0.800640769025436,0.21320071635561,27,22,0.154083387840341,0.0454545454545455,0.0657894736842105
"85",85,"<b>During your class,</b><br> <br> you push over a large, towering tree.","impossible",0.753246753246753,0.946428571428571,0.433948946665029,0.227207782928703,77,56,0.0494530721159994,0.0303619171188469,"impossible",4.88888888888889,4.25,0.333333333333333,1.5,9,4,0.111111111111111,0.75,-0.193181818181818
"86",86,"<b>During your class,</b><br> <br> you use your mind to charge your phone.","impossible",0.689189189189189,0.931034482758621,0.465984762984349,0.255608593705383,74,58,0.0541696283875289,0.033563052647744,"impossible",3.25,4,1.48804761828569,1.4142135623731,8,4,0.526104280809151,0.707106781186548,-0.241845293569432
"87",87,"<b>During your class,</b><br> <br> you build a small hut on a mountain.","impossible",0.85,0.936170212765957,0.359324260314598,0.247092248145165,80,47,0.0401736736014135,0.0360421086748902,"impossible",4.72727272727273,3.66666666666667,0.646669790682863,2.3094010767585,11,3,0.194978278086611,1.33333333333333,-0.0861702127659575
"88",88,"<b>During your class,</b><br> <br> you hold your breath for an hour.","impossible",0.568181818181818,0.9,0.498168012683496,0.3038218101251,88,40,0.0531048885847861,0.0480384461415261,"impossible",4.72727272727273,3.875,0.646669790682863,1.35620268186054,11,8,0.194978278086611,0.479490056503484,-0.331818181818182
"89",89,"<b>During your class,</b><br> <br> you give your toenails a trim.","abnormal",0.476190476190476,0.346153846153846,0.502432408118228,0.480384461415261,84,52,0.0548198700428744,0.0666173387526491,"abnormal",4.76923076923077,4.13636363636364,0.651625187216842,1.08212553384331,26,22,0.127794213275663,0.230709939002091,0.13003663003663
"90",90,"<b>During your class,</b><br> <br> you scream out your favorite song.","abnormal",0.325581395348837,0.297297297297297,0.471340028756967,0.463373191622816,86,37,0.0508259024226521,0.0761780834472422,"abnormal",4.88888888888889,4.68181818181818,0.320256307610174,0.476731294622796,27,22,0.0616333551361366,0.101639453522718,0.0282840980515399
"91",91,"<b>During your class,</b><br> <br> you play a board game with your friend.","abnormal",0.220779220779221,0.340425531914894,0.417491778153415,0.478975162498508,77,47,0.0475776037055225,0.0698657080055475,"abnormal",4.64285714285714,3.7,0.62148482382387,1.34164078649987,28,20,0.117449591959911,0.3,-0.119646311135673
"92",92,"<b>During your class,</b><br> <br> you sit facing the back of the classroom.","abnormal",0.185185185185185,0.3,0.390867979985286,0.462124790542445,81,60,0.0434297755539206,0.0596600539213493,"abnormal",4.5,3.86363636363636,0.793492047615872,1.03718733879544,28,22,0.149955901807073,0.221129083626158,-0.114814814814815
"93",93,"<b>During your class,</b><br> <br> you skin a cat for personal enjoyment.","immoral",0.822784810126582,0.770833333333333,0.384290677605527,0.424744395393794,79,48,0.0432360791812641,0.061306572754348,"immoral",4.90909090909091,5,0.29424494316825,0,22,21,0.0627332326674867,0,0.051951476793249
"94",94,"<b>During your class,</b><br> <br> you set fire to the professor's hair.","immoral",0.674157303370786,0.45,0.471344327402445,0.503831473655779,89,40,0.0499623987799616,0.0796627506815691,"immoral",4.81481481481481,5,0.681459803941116,0,27,22,0.131147000415771,0,0.224157303370786
"95",95,"<b>During your class,</b><br> <br> you hold your entire class hostage.","immoral",0.5625,0.361702127659574,0.499208233865883,0.485687854441406,80,47,0.0558131772925863,0.0708448547587263,"immoral",4.77777777777778,5,0.697982440452113,0,27,22,0.134326783294886,0,0.200797872340426
"96",96,"<b>During your class,</b><br> <br> you throw a brick at your professor.","immoral",0.55952380952381,0.441176470588235,0.499425946997861,0.503994737261378,84,34,0.0544918382414929,0.0864343843595969,"immoral",4.88,5,0.6,0,25,22,0.12,0,0.118347338935574
"97",97,"<b>In the office,</b><br> <br> you put the final touches on your project.","ordinary",0.0810810810810811,0.0425531914893617,0.274822819971154,0.204029708888579,74,47,0.0319475038945644,0.0297607917523504,"ordinary",1.14814814814815,1,0.601517549056852,0,27,22,0.115762106290086,0,0.0385278895917194
"98",98,"<b>In the office,</b><br> <br> you take notes on an important report.","ordinary",0.037037037037037,0.0217391304347826,0.190029237516523,0.147441956154897,81,46,0.0211143597240581,0.0217391304347826,"ordinary",1.40740740740741,1.63636363636364,1.08341551299083,1.176979772673,27,22,0.208503412689823,0.250932930669947,0.0152979066022544
"99",99,"<b>In the office,</b><br> <br> you fill your water bottle up with water.","ordinary",0.0930232558139535,0.05,0.292168644963595,0.220721427863152,86,40,0.0315053552295153,0.0348991220226056,"ordinary",1.14814814814815,1.04545454545455,0.456045181947149,0.21320071635561,27,22,0.0877659361866061,0.0454545454545455,0.0430232558139535
"100",100,"<b>In the office,</b><br> <br> you are cold, so you put on a sweater.","ordinary",0.184210526315789,0.0425531914893617,0.390231600148407,0.204029708888579,76,47,0.0447626344637652,0.0297607917523504,"ordinary",1.32142857142857,1.22727272727273,0.862965233777697,0.528413454806725,28,22,0.163085099905036,0.112658127096737,0.141657334826428
"101",101,"<b>In the office,</b><br> <br> you start an alpaca farm under a desk.","impossible",0.92,0.944444444444444,0.273120110198049,0.231212282322664,75,54,0.0315371938287888,0.0314640063308252,"impossible",4.72727272727273,4.75,0.904534033733291,0.462910049886276,11,8,0.272727272727273,0.163663417676994,-0.0244444444444444
"102",102,"<b>In the office,</b><br> <br> you land a jet on the conference table.","impossible",0.9125,0.96551724137931,0.28434913465623,0.185695338177052,80,29,0.0317911997217286,0.0344827586206897,"impossible",4.36363636363636,5,1.02691063610494,0,11,5,0.309625206653207,0,-0.0530172413793104
"103",103,"<b>In the office,</b><br> <br> you walk across the office ceiling.","impossible",0.558441558441558,0.872340425531915,0.499829089039614,0.337318149178239,77,47,0.0569608111182502,0.0492029089619693,"impossible",4.125,4.125,1.24642345475822,1.1259916264596,8,8,0.440677238544752,0.398098157314428,-0.313898867090357
"104",104,"<b>In the office,</b><br> <br> you hold a storm cloud in your hands.","impossible",0.848101265822785,0.980769230769231,0.361216164946822,0.138675049056307,79,52,0.0406399936800569,0.0192307692307692,"impossible",4.6,3.5,0.894427190999916,2.12132034355964,5,2,0.4,1.5,-0.132667964946446
"105",105,"<b>In the office,</b><br> <br> you work sitting at your boss's desk.","abnormal",0.157894736842105,0.254545454545455,0.367065174192899,0.439620283046623,76,55,0.0421052631578947,0.059278386873217,"abnormal",4.25,3.63636363636364,0.927960727138337,0.902137912878521,28,22,0.17536809360305,0.192336449277256,-0.0966507177033493
"106",106,"<b>In the office,</b><br> <br> you jump on the conference table.","abnormal",0.243589743589744,0.323529411764706,0.432026256894979,0.474858079933817,78,34,0.0489173408829638,0.081437488852138,"abnormal",4.42857142857143,3.90909090909091,0.835710894037345,1.23091490979333,28,22,0.157934513826448,0.262431940540739,-0.0799396681749623
"107",107,"<b>In the office,</b><br> <br> you eat a pizza on the office floor.","abnormal",0.222222222222222,0.261904761904762,0.418330013267038,0.44500061986933,81,42,0.0464811125852264,0.0686650863810451,"abnormal",3.84615384615385,2.86363636363636,1.15558842819778,1.67034226733424,26,22,0.226629536348557,0.356118167954715,-0.0396825396825397
"108",108,"<b>In the office,</b><br> <br> you turn on loud music and dance.","abnormal",0.15,0.157894736842105,0.359324260314598,0.369537021476632,80,38,0.0401736736014135,0.0599468207843684,"abnormal",3.67857142857143,3.31818181818182,1.33482059908665,1.46014883900054,28,22,0.252257382147823,0.311304778460729,-0.00789473684210526
"109",109,"<b>In the office,</b><br> <br> you build a bonfire in the break room.","immoral",0.703703703703704,0.6,0.459468291736341,0.494871659305394,81,50,0.051052032415149,0.0699854212223765,"immoral",4.84,4.9,0.553774924194538,0.447213595499958,25,20,0.110754984838908,0.1,0.103703703703704
"110",110,"<b>In the office,</b><br> <br> you eat all the lunches in the fridge.","immoral",0.230769230769231,0.244897959183673,0.424052095644132,0.434483037878444,78,49,0.0480144449178738,0.0620690054112063,"immoral",4.61538461538461,4.59090909090909,0.8038369524685,0.959121170610586,26,22,0.157645396399378,0.204485320646008,-0.0141287284144427
"111",111,"<b>In the office,</b><br> <br> you lie to your boss about your dad dying.","immoral",0.347826086956522,0.342857142857143,0.479769765755401,0.478091443733757,69,70,0.0577574925352236,0.0571428571428571,"immoral",4.56,4.86363636363636,0.869865890046659,0.351250086657104,25,22,0.173973178009332,0.0748867700952649,0.00496894409937887
"112",112,"<b>In the office,</b><br> <br> you intentionally short-circuit all computers.","immoral",0.549295774647887,0.36231884057971,0.501105417890322,0.484191700391537,71,69,0.05947027187738,0.0582898309086843,"immoral",4.96,5,0.2,0,25,22,0.04,0,0.186976934068177
"113",113,"<b>In the elevator,</b><br> <br>you check the time on your phone.","ordinary",0.0641025641025641,0,0.246520913458799,0,78,26,0.0279129968745746,0,"ordinary",1.18518518518519,1.09090909090909,0.483340701387989,0.29424494316825,27,22,0.0930189613522194,0.0627332326674867,0.0641025641025641
"114",114,"<b>In the elevator,</b><br> <br>you push one of the floor buttons.","ordinary",0.0533333333333333,0.0645161290322581,0.226210457696304,0.249731038114707,75,31,0.0261205337288939,0.0448530185260521,"ordinary",1.40740740740741,1.31818181818182,1.04731375282964,0.893700900022652,27,22,0.201555625707396,0.190537672092483,-0.0111827956989247
"115",115,"<b>In the elevator,</b><br> <br>you comment on the weather today.","ordinary",0.1625,0.032258064516129,0.371236387893486,0.179605302026775,80,31,0.0415054899525657,0.032258064516129,"ordinary",1.74074074074074,1.13636363636364,0.984205755246823,0.351250086657104,27,22,0.189410485909911,0.0748867700952649,0.130241935483871
"116",116,"<b>In the elevator,</b><br> <br>you cross and uncross your arms.","ordinary",0.155844155844156,0.0833333333333333,0.365085969145231,0.280305955290694,77,36,0.0416054075011161,0.0467176592151157,"ordinary",1.74074074074074,1.31818181818182,0.984205755246823,0.56790036318955,27,22,0.189410485909911,0.121076764250623,0.0725108225108225
"117",117,"<b>In the elevator,</b><br> <br>you give birth to a baby elephant.","impossible",0.975,1,0.157109975188711,0,80,21,0.0175654292232632,0,"impossible",4.5,5,1.4142135623731,0,8,2,0.5,0,-0.025
"118",118,"<b>In the elevator,</b><br> <br>you run part of a half marathon.","impossible",0.901408450704225,0.973684210526316,0.300234650016321,0.162221421130763,71,38,0.035631297579362,0.0263157894736842,"impossible",4.44444444444444,4.4,1.0137937550497,0.894427190999916,9,5,0.337931251683234,0.4,-0.0722757598220904
"119",119,"<b>In the elevator,</b><br> <br>you climb up Mount Everest.","impossible",0.933333333333333,1,0.251123601166961,0,75,13,0.0289972557467227,0,"impossible",4,3.66666666666667,1.54919333848297,2.3094010767585,6,3,0.632455532033676,1.33333333333333,-0.0666666666666667
"120",120,"<b>In the elevator,</b><br> <br>you take a picture of the planet Mars.","impossible",0.810810810810811,0.928571428571429,0.394332301133374,0.260661180215007,74,42,0.0458401988871714,0.0402208933122481,"impossible",4,2.5,1.54919333848297,1.73205080756888,6,4,0.632455532033676,0.866025403784439,-0.117760617760618
"121",121,"<b>In the elevator,</b><br> <br>you hold the hand of a stranger.","abnormal",0.25,0.239130434782609,0.435744670330595,0.431265971488884,80,46,0.0487177351846223,0.0635866984593632,"abnormal",4.57142857142857,3.72727272727273,0.835710894037345,1.03195691040618,28,22,0.157934513826448,0.22001395254672,0.0108695652173913
"122",122,"<b>In the elevator,</b><br> <br>you serenade the other passengers.","abnormal",0.27027027027027,0.210526315789474,0.447130801165175,0.413154950112274,74,38,0.0519778998450837,0.0670225831544225,"abnormal",4.18518518518519,3.04545454545455,0.921413505980268,1.04550159879055,27,22,0.177326111904221,0.222901689813081,0.0597439544807966
"123",123,"<b>In the elevator,</b><br> <br>you press all of the floor buttons.","abnormal",0.121621621621622,0.166666666666667,0.329079359321701,0.377964473009227,74,36,0.0382546984804765,0.0629940788348712,"abnormal",4.57142857142857,4.09090909090909,0.87891226666077,1.30599682450904,28,22,0.166098805844892,0.278439458543481,-0.045045045045045
"124",124,"<b>In the elevator,</b><br> <br>you press your nose to the back wall.","abnormal",0.209677419354839,0.149253731343284,0.41040151368212,0.359027784156703,62,67,0.0521210443586997,0.0438622248988999,"abnormal",4.33333333333333,2.90909090909091,0.733799385705343,1.23091490979333,27,22,0.141219757622721,0.262431940540739,0.0604236880115551
"125",125,"<b>In the elevator,</b><br> <br>you empty out someone's purse.","immoral",0.397260273972603,0.26530612244898,0.492717127191355,0.446071285599886,73,49,0.0576681778096579,0.0637244693714122,"immoral",4.85185185185185,4.81818181818182,0.601517549056852,0.501081082343218,27,22,0.115762106290086,0.106830845707819,0.131954151523623
"126",126,"<b>In the elevator,</b><br> <br>you shatter the overhead light.","immoral",0.432098765432099,0.173913043478261,0.498454401247954,0.383223046516833,81,46,0.0553838223608838,0.0565031556220809,"immoral",4.85185185185185,4.85714285714286,0.601517549056852,0.358568582800318,27,21,0.115762106290086,0.0782460796435952,0.258185721953838
"127",127,"<b>In the elevator,</b><br> <br>you hold the other passengers hostage.","immoral",0.4,0.327272727272727,0.493435163795169,0.473542420742244,70,55,0.0589767824619589,0.0638524469869863,"immoral",4.84615384615385,5,0.612686392361227,0,26,22,0.120157687321641,0,0.0727272727272728
"128",128,"<b>In the elevator,</b><br> <br>you trip an old man as he exits.","immoral",0.569230769230769,0.267605633802817,0.49903753519997,0.445861813277652,65,71,0.0618979882285811,0.052914062208697,"immoral",4.85185185185185,4.95454545454545,0.601517549056852,0.21320071635561,27,22,0.115762106290086,0.0454545454545455,0.301625135427952
